id,title,description,category,price,rating,search_text
268,Hydrating Moisturizer SPF 30 Plus - Gray,Daily facial lotion with broad spectrum sun protection and hyaluronic acid.,Beauty & Personal Care,75.96,4.9,Hydrating Moisturizer SPF 30 Plus - Gray. Daily facial lotion with broad spectrum sun protection and hyaluronic acid.. Category: Beauty & Personal Care
269,Makeup Brush Set 12-Piece Pro,"Synthetic bristle brushes for foundation, blush, and eye makeup application.",Beauty & Personal Care,19.47,4.9,"Makeup Brush Set 12-Piece Pro. Synthetic bristle brushes for foundation, blush, and eye makeup application.. Category: Beauty & Personal Care"
270,Sticky Notes Assorted Pack Ultra - Navy,Neon and pastel repositionable notes for office and study organization. Limited time offer.,Books & Stationery,21.31,4.9,Sticky Notes Assorted Pack Ultra - Navy. Neon and pastel repositionable notes for office and study organization. Limited time offer.. Category: Books & Stationery
271,Weighted Blanket 15lb Essential,Calming blanket for improved sleep quality and reduced anxiety.,Home & Kitchen,268.01,4.3,Weighted Blanket 15lb Essential. Calming blanket for improved sleep quality and reduced anxiety.. Category: Home & Kitchen
272,Wool Blend Sweater Lite - White,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.",Clothing,123.23,4.0,"Wool Blend Sweater Lite - White. Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.. Category: Clothing"
273,Sun Protection UV Shirt Lite,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.",Clothing,54.88,4.0,"Sun Protection UV Shirt Lite. Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.. Category: Clothing"
274,Memory Foam Pillow Queen Plus - Red,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,32.78,3.4,Memory Foam Pillow Queen Plus - Red. Ergonomic cervical support pillow for better sleep and neck alignment.. Category: Home & Kitchen
275,Jigsaw Puzzle 1000 Pieces Landscape Classic - Gray,Challenging adult puzzle featuring scenic mountain lake photography.,Toys & Games,30.15,3.9,Jigsaw Puzzle 1000 Pieces Landscape Classic - Gray. Challenging adult puzzle featuring scenic mountain lake photography.. Category: Toys & Games
276,Essential Oil Diffuser Ultrasonic Essential - Red,Aromatherapy humidifier with LED mood lighting and timer settings.,Health & Wellness,121.67,3.0,Essential Oil Diffuser Ultrasonic Essential - Red. Aromatherapy humidifier with LED mood lighting and timer settings.. Category: Health & Wellness
277,Classic Novel Collection Box Set Pro,Timeless literature anthology with embossed hardcover bindings. Limited time offer.,Books & Stationery,9.28,3.4,Classic Novel Collection Box Set Pro. Timeless literature anthology with embossed hardcover bindings. Limited time offer.. Category: Books & Stationery
278,Blue Light Blocking Glasses,Computer glasses reducing eye strain during long screen sessions.,Health & Wellness,169.75,4.3,Blue Light Blocking Glasses. Computer glasses reducing eye strain during long screen sessions.. Category: Health & Wellness
279,Children's Illustrated Storybook Classic,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,31.32,4.1,Children's Illustrated Storybook Classic. Colorful picture book with moral tales for bedtime reading ages 4-8.. Category: Books & Stationery
280,Folding Camping Chair Pro,"Portable outdoor chair with cup holder, lightweight for beach and tailgating. Eco-friendly packaging.",Sports & Outdoors,309.14,4.3,"Folding Camping Chair Pro. Portable outdoor chair with cup holder, lightweight for beach and tailgating. Eco-friendly packaging.. Category: Sports & Outdoors"
281,Lip Balm SPF 15 Pack Classic - Red,Moisturizing lip protection with vitamin E for daily outdoor use. Best seller in category.,Beauty & Personal Care,37.7,4.6,Lip Balm SPF 15 Pack Classic - Red. Moisturizing lip protection with vitamin E for daily outdoor use. Best seller in category.. Category: Beauty & Personal Care
282,Yoga Block and Strap Set Lite,Cork blocks and cotton strap to improve flexibility and alignment in poses.,Health & Wellness,75.29,4.4,Yoga Block and Strap Set Lite. Cork blocks and cotton strap to improve flexibility and alignment in poses.. Category: Health & Wellness
283,Merino Wool Hiking Socks,Cushioned wool socks that regulate temperature on long trail hikes. Limited time offer.,Clothing,126.37,4.3,Merino Wool Hiking Socks. Cushioned wool socks that regulate temperature on long trail hikes. Limited time offer.. Category: Clothing
284,Men's Winter Puffer Jacket Plus,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Best seller in category.",Clothing,213.93,4.2,"Men's Winter Puffer Jacket Plus. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Best seller in category.. Category: Clothing"
285,Wooden Chess Set Foldable Plus,"Handcrafted chess board with storage for pieces, travel friendly. Best seller in category.",Toys & Games,72.76,3.8,"Wooden Chess Set Foldable Plus. Handcrafted chess board with storage for pieces, travel friendly. Best seller in category.. Category: Toys & Games"
286,Beginner Python Programming Guide Essential,"Hands-on coding book covering fundamentals, data structures, and projects. Limited time offer.",Books & Stationery,39.16,3.6,"Beginner Python Programming Guide Essential. Hands-on coding book covering fundamentals, data structures, and projects. Limited time offer.. Category: Books & Stationery"
287,Tablet Stand Adjustable Essential,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Limited time offer.",Electronics,455.95,3.9,"Tablet Stand Adjustable Essential. Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Limited time offer.. Category: Electronics"
288,Adjustable Dumbbell Set Plus,Space-saving adjustable weights from 5 to 52.5 lbs for home strength training.,Sports & Outdoors,59.79,4.2,Adjustable Dumbbell Set Plus. Space-saving adjustable weights from 5 to 52.5 lbs for home strength training.. Category: Sports & Outdoors
289,Sun Protection UV Shirt Essential,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Best seller in category.",Clothing,229.41,4.2,"Sun Protection UV Shirt Essential. Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Best seller in category.. Category: Clothing"
290,Denim Jacket Classic Fit Pro,"Timeless denim outerwear with button closure, versatile casual layer.",Clothing,54.07,4.7,"Denim Jacket Classic Fit Pro. Timeless denim outerwear with button closure, versatile casual layer.. Category: Clothing"
291,Electric Toothbrush Rechargeable Plus - Red,Sonic brush with multiple modes and two-minute timer for dental health. Eco-friendly packaging.,Beauty & Personal Care,23.52,4.1,Electric Toothbrush Rechargeable Plus - Red. Sonic brush with multiple modes and two-minute timer for dental health. Eco-friendly packaging.. Category: Beauty & Personal Care
292,Women's Fleece Lined Leggings Ultra,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,231.81,4.5,Women's Fleece Lined Leggings Ultra. Thermal leggings with soft fleece interior for cozy winter layering and yoga.. Category: Clothing
293,Robot Vacuum Cleaner Lite,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Highly rated by customers.",Home & Kitchen,119.79,3.5,"Robot Vacuum Cleaner Lite. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Highly rated by customers.. Category: Home & Kitchen"
294,Weighted Blanket 15lb Plus,Calming blanket for improved sleep quality and reduced anxiety.,Home & Kitchen,20.42,4.3,Weighted Blanket 15lb Plus. Calming blanket for improved sleep quality and reduced anxiety.. Category: Home & Kitchen
295,Cotton Crew Neck T-Shirt Pack - Gray,"Breathable everyday tees in assorted colors, machine washable and durable.",Clothing,178.62,4.3,"Cotton Crew Neck T-Shirt Pack - Gray. Breathable everyday tees in assorted colors, machine washable and durable.. Category: Clothing"
296,Exfoliating Face Scrub Plus,Gentle walnut scrub to remove dead skin cells and unclog pores. Eco-friendly packaging.,Beauty & Personal Care,87.53,4.9,Exfoliating Face Scrub Plus. Gentle walnut scrub to remove dead skin cells and unclog pores. Eco-friendly packaging.. Category: Beauty & Personal Care
297,Programmable Coffee Maker Classic,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,176.05,4.1,"Programmable Coffee Maker Classic. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off.. Category: Home & Kitchen"
298,Camping Tent 4-Person Classic - Red,"Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Highly rated by customers.",Sports & Outdoors,362.36,3.0,"Camping Tent 4-Person Classic - Red. Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Highly rated by customers.. Category: Sports & Outdoors"
299,Art and Craft Supply Box Lite,"Glitter, glue, scissors, and paper assortment for creative kids projects. Best seller in category.",Toys & Games,76.46,4.1,"Art and Craft Supply Box Lite. Glitter, glue, scissors, and paper assortment for creative kids projects. Best seller in category.. Category: Toys & Games"
300,Ceramic Nonstick Frying Pan Essential - Gray,Induction-compatible skillet with PFOA-free coating for healthy cooking. Best seller in category.,Home & Kitchen,304.91,4.6,Ceramic Nonstick Frying Pan Essential - Gray. Induction-compatible skillet with PFOA-free coating for healthy cooking. Best seller in category.. Category: Home & Kitchen
301,Folding Camping Chair Ultra - Navy,"Portable outdoor chair with cup holder, lightweight for beach and tailgating. Highly rated by customers.",Sports & Outdoors,297.58,3.6,"Folding Camping Chair Ultra - Navy. Portable outdoor chair with cup holder, lightweight for beach and tailgating. Highly rated by customers.. Category: Sports & Outdoors"
302,Herbal Sleep Tea Blend Plus,Caffeine-free chamomile and valerian tea for relaxing bedtime routine. Limited time offer.,Health & Wellness,115.43,4.3,Herbal Sleep Tea Blend Plus. Caffeine-free chamomile and valerian tea for relaxing bedtime routine. Limited time offer.. Category: Health & Wellness
303,Foam Roller Muscle Recovery Pro - Gray,High-density roller for myofascial release after workouts and physical therapy. Limited time offer.,Health & Wellness,193.36,3.6,Foam Roller Muscle Recovery Pro - Gray. High-density roller for myofascial release after workouts and physical therapy. Limited time offer.. Category: Health & Wellness
304,Men's Winter Puffer Jacket Plus,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Highly rated by customers.",Clothing,80.31,5.0,"Men's Winter Puffer Jacket Plus. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Highly rated by customers.. Category: Clothing"
305,Sticky Notes Assorted Pack Pro - Black,Neon and pastel repositionable notes for office and study organization. Limited time offer.,Books & Stationery,35.25,4.0,Sticky Notes Assorted Pack Pro - Black. Neon and pastel repositionable notes for office and study organization. Limited time offer.. Category: Books & Stationery
306,Mechanical Gaming Keyboard RGB Ultra,"Tactile switches, per-key RGB lighting, and programmable macros for competitive gaming.",Electronics,124.5,3.6,"Mechanical Gaming Keyboard RGB Ultra. Tactile switches, per-key RGB lighting, and programmable macros for competitive gaming.. Category: Electronics"
307,Camping Tent 4-Person Ultra - White,"Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips.",Sports & Outdoors,314.61,3.9,"Camping Tent 4-Person Ultra - White. Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips.. Category: Sports & Outdoors"
308,Vitamin C Face Serum Pro - Red,Brightening antioxidant serum to reduce dark spots and improve skin radiance.,Beauty & Personal Care,87.83,4.3,Vitamin C Face Serum Pro - Red. Brightening antioxidant serum to reduce dark spots and improve skin radiance.. Category: Beauty & Personal Care
309,Sun Protection UV Shirt Plus,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Best seller in category.",Clothing,243.77,4.5,"Sun Protection UV Shirt Plus. Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Best seller in category.. Category: Clothing"
310,Thermal Base Layer Top Classic,"Moisture-wicking base layer for skiing, snowboarding, and winter sports.",Clothing,200.1,4.8,"Thermal Base Layer Top Classic. Moisture-wicking base layer for skiing, snowboarding, and winter sports.. Category: Clothing"
